onset	duration	label
1.82	478.49	eyes_open	
37.82	2.61	eyes_closed	
58.595	2.655	eyes_closed	
63.355	7.58	eyes_closed	
86.46	2.955	eyes_closed	
90.455	3.57	eyes_closed	
103.575	7.01	eyes_closed	
129.93	8.625	eyes_closed	
140.29	4.155	eyes_closed	
146.24	5.615	eyes_closed	
153.595	3.375	eyes_closed	
162.24	4.255	eyes_closed	
170.47	8.025	eyes_closed	
188.975	5.45	eyes_closed	
203.055	3.1	eyes_closed	
218.68	2.685	eyes_closed	
223.525	2.975	eyes_closed	
233.5	11.295	eyes_closed	
245.285	8.98	eyes_closed	
514.76	2.91	eyes_open	
518.73	10.795	eyes_open	
549.61	3.545	eyes_open	
559.825	7.79	eyes_open	
585.49	2.82	eyes_open	
