onset	duration	label
7.325	3.265	eyes_closed	
19.465	2.95	eyes_closed	
24.545	3.25	eyes_closed	
87.78	3.72	eyes_closed	
101.28	3.16	eyes_closed	
126.945	4.075	eyes_closed	
135.08	3.225	eyes_closed	
145.21	3.145	eyes_closed	
150.965	2.9	eyes_closed	
158.72	2.68	eyes_closed	
165.405	3.015	eyes_closed	
172.675	3.46	eyes_closed	
182.755	3.745	eyes_closed	
188.485	3.15	eyes_closed	
199.385	4.075	eyes_closed	
207.665	4.27	eyes_closed	
244.165	3.175	eyes_closed	
255.68	2.805	eyes_closed	
273.84	3.095	eyes_closed	
286.475	2.745	eyes_closed	
