onset	duration	label
31.55	2.845	eyes_closed	
37.02	4.845	eyes_closed	
43.655	2.675	eyes_closed	
53.94	2.66	eyes_closed	
83.495	2.945	eyes_closed	
89.615	2.645	eyes_closed	
92.905	3.445	eyes_closed	
106.485	2.86	eyes_closed	
141.35	4.115	eyes_closed	
150.725	3.845	eyes_closed	
158.105	2.83	eyes_closed	
170.335	3.93	eyes_closed	
193.855	4.28	eyes_closed	
230.84	2.605	eyes_closed	
257.965	2.775	eyes_closed	
278.275	3.175	eyes_closed	
324.35	2.73	eyes_closed	
346.805	3.83	eyes_closed	
354.255	3.045	eyes_closed	
367.57	3.58	eyes_closed	
419.605	2.71	eyes_closed	
430.675	2.755	eyes_closed	
434.08	3.025	eyes_closed	
450.84	2.91	eyes_closed	
