onset	duration	label
18.215	4.735	eyes_closed	
24.915	4.5	eyes_closed	
33.195	3.5	eyes_closed	
40.645	4.085	eyes_closed	
47.59	4.605	eyes_closed	
60.195	3.76	eyes_closed	
70.28	3.6	eyes_closed	
77.98	4.855	eyes_closed	
86.565	3.305	eyes_closed	
95.97	3.67	eyes_closed	
100.225	3.255	eyes_closed	
109.37	4.125	eyes_closed	
114.705	5.1	eyes_closed	
127.455	4.135	eyes_closed	
151.79	3.59	eyes_closed	
166.08	3.42	eyes_closed	
176.15	3.15	eyes_closed	
180.545	3.825	eyes_closed	
188.755	3.72	eyes_closed	
195.17	3.745	eyes_closed	
200.23	3.735	eyes_closed	
204.34	4.165	eyes_closed	
218.13	4.465	eyes_closed	
231.33	2.615	eyes_closed	
236.565	2.755	eyes_closed	
241.94	2.83	eyes_closed	
248.485	6.505	eyes_closed	
259.93	3.865	eyes_closed	
276.205	4.28	eyes_closed	
281.63	5.375	eyes_closed	
291.635	4.4	eyes_closed	
296.215	3.59	eyes_closed	
307.21	4.46	eyes_closed	
323.43	3.905	eyes_closed	
