onset	duration	label
8.065	3.345	eyes_closed	
20.725	3.42	eyes_closed	
25.45	3.3	eyes_closed	
32.265	3.11	eyes_closed	
49.71	3.215	eyes_closed	
54.59	4.095	eyes_closed	
69.68	3.46	eyes_closed	
79.035	3.38	eyes_closed	
94.83	2.625	eyes_closed	
107.615	3.605	eyes_closed	
113.34	3.41	eyes_closed	
129.575	3.905	eyes_closed	
136.915	3.64	eyes_closed	
145.225	4.045	eyes_closed	
152.475	3.98	eyes_closed	
186.65	3.81	eyes_closed	
191.435	3.45	eyes_closed	
204.915	4.07	eyes_closed	
218.34	3.81	eyes_closed	
234.94	3.745	eyes_closed	
261.14	3.955	eyes_closed	
276.3	3.69	eyes_closed	
290.075	3.525	eyes_closed	
