onset	duration	label
6.82	3.185	eyes_closed	
11.49	3.185	eyes_closed	
32.435	2.69	eyes_closed	
45.82	3.19	eyes_closed	
49.725	3.12	eyes_closed	
70.45	4.215	eyes_closed	
81.245	3.58	eyes_closed	
94.035	3.565	eyes_closed	
163.52	3.355	eyes_closed	
166.875	3.02	eyes_closed	
173.13	3.28	eyes_closed	
190.15	2.98	eyes_closed	
211.135	4.29	eyes_closed	
228.525	4.375	eyes_closed	
243.005	3.63	eyes_closed	
251.66	2.99	eyes_closed	
257.445	3.565	eyes_closed	
262.365	3.525	eyes_closed	
270.845	3.49	eyes_closed	
288.735	4.255	eyes_closed	
324.03	3.705	eyes_closed	
