onset	duration	label
13.13	2.73	eyes_closed	
20.155	2.82	eyes_closed	
27.83	2.715	eyes_closed	
32.98	3.58	eyes_closed	
62.37	3.485	eyes_closed	
67.22	2.915	eyes_closed	
70.915	3.98	eyes_closed	
80.025	3.665	eyes_closed	
107.965	3.28	eyes_closed	
237.205	3.9	eyes_closed	
308.17	3.42	eyes_closed	
317.55	3.175	eyes_closed	
321.26	2.81	eyes_closed	
324.705	3.395	eyes_closed	
330.35	3.11	eyes_closed	
346.99	2.615	eyes_closed	
357.7	9.145	eyes_closed	
376.795	3.72	eyes_closed	
392.81	4.19	eyes_closed	
410.36	3.97	eyes_closed	
