onset	duration	label
30.96	5.79	eyes_closed	
56.275	3.01	eyes_closed	
76.305	2.645	eyes_closed	
81.375	6.74	eyes_closed	
112.33	2.825	eyes_closed	
130.745	2.84	eyes_closed	
149.585	2.91	eyes_closed	
174.51	4.75	eyes_closed	
190.805	3.615	eyes_closed	
221.245	3.53	eyes_closed	
225.235	255.77	eyes_closed	
227.95	2.805	eyes_closed	
234.62	3.43	eyes_closed	
248.88	3.095	eyes_closed	
264.955	3.995	eyes_closed	
332.57	2.605	eyes_closed	
366.715	3.46	eyes_closed	
433.645	3.36	eyes_closed	
522.57	2.64	eyes_open	
526.7	3.53	eyes_open	
558.68	3.28	eyes_open	
589.7	4.43	eyes_open	
625.585	2.675	eyes_open	
631.515	2.725	eyes_open	
