onset	duration	label
15.21	2.81	eyes_closed	
20.545	2.83	eyes_closed	
24.135	3.655	eyes_closed	
33.67	4.54	eyes_closed	
42.605	2.775	eyes_closed	
50.9	3.505	eyes_closed	
56.49	3.03	eyes_closed	
70.135	3.395	eyes_closed	
76.545	2.66	eyes_closed	
85.645	3.395	eyes_closed	
126.035	3.865	eyes_closed	
154.225	3.61	eyes_closed	
162.895	3.795	eyes_closed	
175.185	4.075	eyes_closed	
195.845	3.49	eyes_closed	
225.51	4.305	eyes_closed	
231.09	3.825	eyes_closed	
335.53	3.605	eyes_closed	
346.46	3.6	eyes_closed	
365.895	4.11	eyes_closed	
488.42	3.405	eyes_closed	
