onset	duration	label
15.22	3.76	eyes_closed	
25.03	3.425	eyes_closed	
33.88	3.46	eyes_closed	
37.82	3.055	eyes_closed	
47.085	3.055	eyes_closed	
71.735	4.45	eyes_closed	
112.86	3.615	eyes_closed	
124.125	2.85	eyes_closed	
132.075	2.85	eyes_closed	
138.15	2.59	eyes_closed	
146.33	3.24	eyes_closed	
159.305	3.145	eyes_closed	
171.31	3.58	eyes_closed	
176.255	3.55	eyes_closed	
182.11	3.38	eyes_closed	
190.46	3.41	eyes_closed	
198.93	3.315	eyes_closed	
211.875	3.315	eyes_closed	
219.55	3.045	eyes_closed	
227.41	3.12	eyes_closed	
231.715	2.875	eyes_closed	
235.58	2.99	eyes_closed	
244.4	3.395	eyes_closed	
248.39	3.24	eyes_closed	
257.07	3.355	eyes_closed	
260.88	3.135	eyes_closed	
266.24	2.72	eyes_closed	
300.285	3.28	eyes_closed	
