onset	duration	label
6.555	3.5	eyes_closed	
11.92	2.73	eyes_closed	
15.68	3.355	eyes_closed	
20.965	3.46	eyes_closed	
26.97	2.85	eyes_closed	
30.495	3.265	eyes_closed	
38.015	4.14	eyes_closed	
46.085	3.265	eyes_closed	
49.895	3.685	eyes_closed	
55.55	3.77	eyes_closed	
60.25	4.19	eyes_closed	
65.695	3.77	eyes_closed	
70.16	3.52	eyes_closed	
76.945	3.615	eyes_closed	
84.35	4.605	eyes_closed	
94.14	4.06	eyes_closed	
99.32	3.865	eyes_closed	
108.88	4.23	eyes_closed	
114.06	4.385	eyes_closed	
123.905	4.91	eyes_closed	
129.335	4.545	eyes_closed	
