onset	duration	label
5.4	3.605	eyes_closed	
10.11	3.615	eyes_closed	
16.34	3.345	eyes_closed	
69.59	3.76	eyes_closed	
82.69	3.745	eyes_closed	
105.26	3.085	eyes_closed	
115.265	3.175	eyes_closed	
143.25	3.005	eyes_closed	
186.66	3.125	eyes_closed	
190.2	3.435	eyes_closed	
242.745	3.24	eyes_closed	
290.945	3.005	eyes_closed	
324.135	3.875	eyes_closed	
369.6	3.15	eyes_closed	
382.04	2.795	eyes_closed	
384.965	3.24	eyes_closed	
391.69	2.72	eyes_closed	
441.91	3.395	eyes_closed	
473.73	3.905	eyes_closed	
