onset	duration	label
47.305	2.705	eyes_closed	
70.03	2.63	eyes_closed	
75.535	2.9	eyes_closed	
90.315	2.82	eyes_closed	
107.875	2.655	eyes_closed	
122.46	3.02	eyes_closed	
143.26	3.2	eyes_closed	
152.85	3.215	eyes_closed	
166.405	3.06	eyes_closed	
176.435	2.575	eyes_closed	
184.865	3.775	eyes_closed	
189.85	3.38	eyes_closed	
202.87	2.905	eyes_closed	
216.05	3.385	eyes_closed	
231.3	3.07	eyes_closed	
240.025	2.59	eyes_closed	
260.58	3.07	eyes_closed	
279.355	3.095	eyes_closed	
297.57	3.185	eyes_closed	
357.1	2.73	eyes_closed	
366.285	3.265	eyes_closed	
370.29	2.955	eyes_closed	
394.62	3.305	eyes_closed	
412.13	2.76	eyes_closed	
428.455	3.605	eyes_closed	
