onset	duration	label
3.525	3.36	eyes_closed	
25.305	3.24	eyes_closed	
31.95	3.93	eyes_closed	
37.44	3.945	eyes_closed	
52.065	4.45	eyes_closed	
66.195	3.225	eyes_closed	
84.135	3.42	eyes_closed	
109.28	4.635	eyes_closed	
138.84	3.72	eyes_closed	
142.91	4.19	eyes_closed	
158.29	3.55	eyes_closed	
172.975	3.54	eyes_closed	
188.29	4.315	eyes_closed	
201.035	3.45	eyes_closed	
219.045	4.315	eyes_closed	
231.755	3.99	eyes_closed	
242.76	3.735	eyes_closed	
265.355	3.435	eyes_closed	
776.23	4.345	eyes_closed	
