onset	duration	label
53.535	3.19	eyes_closed	
57.19	4.28	eyes_closed	
68.64	3.095	eyes_closed	
90.26	2.98	eyes_closed	
124.1	3.305	eyes_closed	
132.23	2.745	eyes_closed	
135.285	3.865	eyes_closed	
147.79	3.15	eyes_closed	
151.99	3.19	eyes_closed	
168.815	3.99	eyes_closed	
186.18	3.45	eyes_closed	
232.52	4.335	eyes_closed	
240.015	3.07	eyes_closed	
332.835	3.295	eyes_closed	
345.78	4.31	eyes_closed	
382.405	3.045	eyes_closed	
409.76	2.88	eyes_closed	
424.92	2.72	eyes_closed	
441.115	2.9	eyes_closed	
