onset	duration	label
15.995	4.4	eyes_closed	
30.21	3.575	eyes_closed	
33.915	3.725	eyes_closed	
46.66	3.275	eyes_closed	
50.315	3.445	eyes_closed	
56.23	3.705	eyes_closed	
61.595	3.055	eyes_closed	
64.79	4.075	eyes_closed	
70.6	3.71	eyes_closed	
75.145	3.355	eyes_closed	
79.22	4.03	eyes_closed	
83.905	5.415	eyes_closed	
92.86	3.71	eyes_closed	
99.935	3.41	eyes_closed	
109.49	4.415	eyes_closed	
114.075	4.465	eyes_closed	
120.745	4.4	eyes_closed	
128.695	4.885	eyes_closed	
137.51	4.53	eyes_closed	
142.375	3.385	eyes_closed	
151.255	3.2	eyes_closed	
159.255	4.455	eyes_closed	
170.235	5.26	eyes_closed	
175.615	4.02	eyes_closed	
