onset	duration	label
16.81	3.955	eyes_closed	
23.82	3.06	eyes_closed	
34.53	3.575	eyes_closed	
53.145	3.71	eyes_closed	
62.485	3.89	eyes_closed	
94.725	4.02	eyes_closed	
145.84	2.94	eyes_closed	
154.06	3.68	eyes_closed	
161.425	3.29	eyes_closed	
185.815	3.905	eyes_closed	
201.625	5.06	eyes_closed	
214.66	4.07	eyes_closed	
257.395	3.28	eyes_closed	
275.05	3.33	eyes_closed	
337.665	3.575	eyes_closed	
353.355	2.845	eyes_closed	
361.21	3.515	eyes_closed	
378.095	3.14	eyes_closed	
443.52	3.27	eyes_closed	
