onset	duration	label
31.595	2.66	eyes_closed	
45.98	3.095	eyes_closed	
101.1	2.635	eyes_closed	
137.575	2.725	eyes_closed	
151.03	2.925	eyes_closed	
155.68	2.95	eyes_closed	
193.735	2.6	eyes_closed	
211.905	3.085	eyes_closed	
220.495	3.085	eyes_closed	
241.87	3.955	eyes_closed	
246.96	3.03	eyes_closed	
259.87	3.51	eyes_closed	
263.46	4.62	eyes_closed	
269.82	3.105	eyes_closed	
272.99	3.08	eyes_closed	
277.205	4.73	eyes_closed	
282.375	2.68	eyes_closed	
286.88	2.715	eyes_closed	
331.84	2.925	eyes_closed	
343.355	3.24	eyes_closed	
439.05	3.495	eyes_closed	
471.11	3.51	eyes_closed	
